Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Average_Price,Average_Mileage,Number_of_Cars,Standardized_Price
Ford,Mondeo,1.4,Hybrid,1993,188843,2068,10671.473455469377,112525.01002941963,14956,-0.716370115744875
Toyota,Yaris,1.4,Hybrid,1991,282279,622,14341.099418465705,111368.92232932367,12553,-0.8044460692162886
BMW,M5,4.4,Petrol,2014,50840,71111,24431.679089444,112858.0471394037,4964,3.489043477288881
Ford,Fiesta,1.2,Petrol,2010,91153,7524,10671.473455469377,112525.01002941963,14956,-0.38404480306158817
VW,Passat,1.6,Diesel,2020,29905,40060,10361.781497383605,113511.21642291694,14906,1.5977250601098598
Toyota,Prius,1.0,Hybrid,2018,27820,31788,14341.099418465705,111368.92232932367,12553,1.0938770053964895
VW,Golf,2.0,Petrol,2001,178044,3267,10361.781497383605,113511.21642291694,14906,-0.6433389482398785
Ford,Focus,1.4,Petrol,2013,39237,20241,10671.473455469377,112525.01002941963,14956,0.39054848898264916
Toyota,Prius,1.4,Hybrid,2015,60735,25204,14341.099418465705,111368.92232932367,12553,0.6928451397977431
Toyota,RAV4,1.8,Hybrid,2010,54000,25128,14341.099418465705,111368.92232932367,12553,0.6882159748849994
Toyota,Yaris,1.0,Hybrid,2007,126927,5979,14341.099418465705,111368.92232932367,12553,-0.47815085293249693
Ford,Fiesta,1.0,Petrol,2006,166069,2930,10671.473455469377,112525.01002941963,14956,-0.6638656400240185
BMW,X3,2.0,Diesel,1993,141531,3760,24431.679089444,112858.0471394037,4964,-0.6133102863716856
Ford,Mondeo,1.4,Diesel,2004,31153,12119,10671.473455469377,112525.01002941963,14956,-0.10416305603451648
Ford,Fiesta,1.2,Petrol,2018,27808,19279,10671.473455469377,112525.01002941963,14956,0.33195300679765616
Ford,Focus,2.0,Petrol,2018,26994,36257,10671.473455469377,112525.01002941963,14956,1.3660840842787492
BMW,Z4,2.0,Petrol,1996,142160,4145,24431.679089444,112858.0471394037,4964,-0.5898599114847601
Ford,Fiesta,1.2,Petrol,2011,93977,7882,10671.473455469377,112525.01002941963,14956,-0.36223899991997954
VW,Golf,1.4,Diesel,2003,167548,3585,10361.781497383605,113511.21642291694,14906,-0.6239695476839244
Toyota,Yaris,1.4,Petrol,1990,49728,3272,14341.099418465705,111368.92232932367,12553,-0.6430343979166717
Toyota,Yaris,1.0,Petrol,2003,189229,2278,14341.099418465705,111368.92232932367,12553,-0.7035790021701883
Porsche,Cayenne,3.5,Petrol,2018,28269,75249,29103.764660789573,111638.253737064,2609,3.741089324774849
Toyota,Prius,1.8,Hybrid,2002,50346,12832,14341.099418465705,111368.92232932367,12553,-0.060734179945223316
VW,Golf,1.2,Petrol,2015,46005,17264,10361.781497383605,113511.21642291694,14906,0.2092192265453059
VW,Golf,1.4,Petrol,1992,202018,1217,10361.781497383605,113511.21642291694,14906,-0.7682045807546765
Ford,Focus,1.4,Petrol,2021,17189,39124,10671.473455469377,112525.01002941963,14956,1.5407132396055423
VW,Golf,1.2,Diesel,1991,185839,1275,10361.781497383605,113511.21642291694,14906,-0.7646717970054774
VW,Golf,1.4,Petrol,1991,258858,679,10361.781497383605,113511.21642291694,14906,-0.8009741955317308
Toyota,RAV4,1.8,Petrol,2013,50516,26141,14341.099418465705,111368.92232932367,12553,0.749917870366702
Ford,Mondeo,2.0,Diesel,2018,18840,39476,10671.473455469377,112525.01002941963,14956,1.562153582359303
Toyota,Prius,1.0,Hybrid,2021,23956,39683,14341.099418465705,111368.92232932367,12553,1.5747619657400653
Ford,Mondeo,1.6,Diesel,1998,196672,2521,10671.473455469377,112525.01002941963,14956,-0.6887778564623367
Ford,Fiesta,1.4,Petrol,2003,99694,4791,10671.473455469377,112525.01002941963,14956,-0.5505120097264384
Toyota,Prius,1.8,Hybrid,1992,262720,1178,14341.099418465705,111368.92232932367,12553,-0.7705800732756898
Ford,Mondeo,1.4,Diesel,2011,6000,22172,10671.473455469377,112525.01002941963,14956,0.5081658238051248
Toyota,Prius,1.0,Hybrid,1990,124601,2548,14341.099418465705,111368.92232932367,12553,-0.6871332847170198
Toyota,Yaris,1.0,Hybrid,2011,48695,13544,14341.099418465705,111368.92232932367,12553,-0.017366213920571513
VW,Golf,1.6,Petrol,2012,32823,17658,10361.781497383605,113511.21642291694,14906,0.23321779201400364
Ford,Mondeo,1.6,Diesel,2000,261796,1596,10671.473455469377,112525.01002941963,14956,-0.7451196662555992
VW,Golf,1.4,Petrol,1999,114939,3990,10361.781497383605,113511.21642291694,14906,-0.5993009715041717
Ford,Mondeo,1.6,Diesel,2012,95288,14539,10671.473455469377,112525.01002941963,14956,0.043239300397586555
Toyota,Prius,1.8,Hybrid,1999,94033,7832,14341.099418465705,111368.92232932367,12553,-0.36528450315204775
Porsche,718 Cayman,2.0,Petrol,1998,182028,4107,29103.764660789573,111638.253737064,2609,-0.592174493941132
Porsche,718 Cayman,4.0,Petrol,1988,100590,5728,29103.764660789573,111638.253737064,2609,-0.4934392791574795
VW,Passat,1.8,Petrol,2017,56833,28138,10361.781497383605,113511.21642291694,14906,0.8715552694555077
BMW,Z4,2.2,Petrol,1996,193022,2834,24431.679089444,112858.0471394037,4964,-0.6697130062295895
BMW,M5,5.0,Petrol,2001,159502,14311,24431.679089444,112858.0471394037,4964,0.029351805659355357
Ford,Focus,1.6,Petrol,1993,216062,1462,10671.473455469377,112525.01002941963,14956,-0.7532816149175421
Ford,Mondeo,1.8,Diesel,1997,130537,4347,10671.473455469377,112525.01002941963,14956,-0.5775560784272044
VW,Polo,1.2,Petrol,2008,88635,6880,10361.781497383605,113511.21642291694,14906,-0.4232708846906271
Toyota,Yaris,1.4,Hybrid,2007,96785,8878,14341.099418465705,111368.92232932367,12553,-0.3015725755371801
Toyota,RAV4,2.2,Hybrid,1996,69794,9858,14341.099418465705,111368.92232932367,12553,-0.2418807121886425
Ford,Focus,1.8,Petrol,2016,26847,30128,10671.473455469377,112525.01002941963,14956,0.9927662980918238
Ford,Mondeo,1.6,Hybrid,1993,234560,1470,10671.473455469377,112525.01002941963,14956,-0.7527943344004112
Toyota,RAV4,2.0,Hybrid,1993,197412,2824,14341.099418465705,111368.92232932367,12553,-0.6703221068760031
Toyota,Prius,1.0,Hybrid,2017,24475,30306,14341.099418465705,111368.92232932367,12553,1.0036082895979868
Toyota,Prius,1.8,Hybrid,2004,63327,13497,14341.099418465705,111368.92232932367,12553,-0.020228986958715663
Toyota,Prius,1.0,Hybrid,2016,50992,24225,14341.099418465705,111368.92232932367,12553,0.6332141865138469
Toyota,Yaris,1.0,Petrol,2012,17123,14496,14341.099418465705,111368.92232932367,12553,0.040620167618007866
Ford,Mondeo,2.0,Diesel,2012,26407,25370,10671.473455469377,112525.01002941963,14956,0.7029562105282097
BMW,M5,4.4,Petrol,2020,12740,132248,24431.679089444,112858.0471394037,4964,7.212902099268006
BMW,X3,2.4,Diesel,2018,27306,48243,24431.679089444,112858.0471394037,4964,2.0961521190701484
VW,Golf,1.6,Diesel,2002,72371,7425,10361.781497383605,113511.21642291694,14906,-0.39007489946108326
VW,Passat,1.8,Petrol,2012,49234,21150,10361.781497383605,113511.21642291694,14906,0.44591573774164983
Ford,Focus,1.8,Petrol,2015,51817,24282,10671.473455469377,112525.01002941963,14956,0.6366860601984047
Porsche,Cayenne,2.6,Petrol,1989,98718,5926,29103.764660789573,111638.253737064,2609,-0.48137908635848925
VW,Polo,1.4,Petrol,1996,149014,2104,10361.781497383605,113511.21642291694,14906,-0.7141773534177859
Ford,Focus,1.4,Diesel,2001,204528,2713,10671.473455469377,112525.01002941963,14956,-0.6770831240511946
Porsche,718 Cayman,2.4,Petrol,2001,132618,8270,29103.764660789573,111638.253737064,2609,-0.33860589483912995
Ford,Mondeo,1.8,Diesel,1989,283572,662,10671.473455469377,112525.01002941963,14956,-0.802009666630634
Ford,Focus,1.0,Petrol,2005,73840,8049,10671.473455469377,112525.01002941963,14956,-0.3520670191248716
Ford,Focus,2.0,Diesel,2011,33223,23034,10671.473455469377,112525.01002941963,14956,0.5606702995259812
Toyota,Yaris,1.4,Hybrid,2016,69635,19546,14341.099418465705,111368.92232932367,12553,0.34821599405690057
VW,Passat,1.8,Diesel,1996,132777,4221,10361.781497383605,113511.21642291694,14906,-0.5852307465720163
Toyota,RAV4,2.2,Hybrid,1997,167050,5022,14341.099418465705,111368.92232932367,12553,-0.5364417847942831
VW,Passat,1.4,Petrol,2007,143457,6778,10361.781497383605,113511.21642291694,14906,-0.42948371128404633
VW,Polo,1.4,Petrol,1999,130306,2985,10361.781497383605,113511.21642291694,14906,-0.6605155864687434
Toyota,Prius,1.0,Hybrid,2006,137512,6689,14341.099418465705,111368.92232932367,12553,-0.43490470703712786
Ford,Focus,1.0,Petrol,2001,102345,5040,10671.473455469377,112525.01002941963,14956,-0.5353454036307386
VW,Passat,1.4,Diesel,2010,61945,15810,10361.781497383605,113511.21642291694,14906,0.12065599255676134
Toyota,RAV4,1.8,Hybrid,1991,177611,2784,14341.099418465705,111368.92232932367,12553,-0.6727585094616577
VW,Passat,1.6,Petrol,2020,18905,40579,10361.781497383605,113511.21642291694,14906,1.6293373836587284
Toyota,Yaris,1.0,Hybrid,2006,101270,6794,14341.099418465705,111368.92232932367,12553,-0.42850915024978453
Porsche,911,2.6,Petrol,1998,200973,7003,29103.764660789573,111638.253737064,2609,-0.41577894673973925
Toyota,RAV4,2.4,Hybrid,2015,48363,41946,14341.099418465705,111368.92232932367,12553,1.712601442023474
Ford,Mondeo,1.8,Diesel,1990,109932,3194,10671.473455469377,112525.01002941963,14956,-0.6477853829586981
Ford,Mondeo,1.4,Diesel,2015,55762,21732,10671.473455469377,112525.01002941963,14956,0.4813653953629242
VW,Polo,1.4,Petrol,2002,105906,4395,10361.781497383605,113511.21642291694,14906,-0.5746323953244189
BMW,Z4,2.0,Petrol,2012,68160,20812,24431.679089444,112858.0471394037,4964,0.4253281358928685
VW,Polo,1.2,Petrol,1993,213868,914,10361.781497383605,113511.21642291694,14906,-0.7866603303410101
Toyota,Prius,1.0,Hybrid,2012,78530,15487,14341.099418465705,111368.92232932367,12553,0.10098204167760047
Ford,Focus,1.6,Petrol,2007,90880,10334,10671.473455469377,112525.01002941963,14956,-0.2128875214193528
BMW,X3,3.0,Diesel,1995,155451,4698,24431.679089444,112858.0471394037,4964,-0.5561766457380853
VW,Polo,2.0,Petrol,2019,22333,28159,10361.781497383605,113511.21642291694,14906,0.8728343808129764
VW,Polo,1.2,Petrol,2009,65802,8597,10361.781497383605,113511.21642291694,14906,-0.3186883037014036
Ford,Mondeo,1.6,Diesel,2012,115850,12482,10671.473455469377,112525.01002941963,14956,-0.08205270256970103
VW,Golf,1.2,Petrol,2017,41369,20290,10361.781497383605,113511.21642291694,14906,0.39353308215007604
Ford,Fiesta,1.0,Petrol,2007,52599,7286,10671.473455469377,112525.01002941963,14956,-0.398541398446233
Toyota,Prius,1.0,Hybrid,2007,104578,9214,14341.099418465705,111368.92232932367,12553,-0.2811067938176815
BMW,M5,5.0,Petrol,1990,234217,3573,24431.679089444,112858.0471394037,4964,-0.6247004684596208
VW,Polo,2.0,Diesel,2005,126330,5766,10361.781497383605,113511.21642291694,14906,-0.49112469670110764
Ford,Mondeo,2.0,Diesel,2010,107043,13051,10671.473455469377,112525.01002941963,14956,-0.047394875788764404
VW,Passat,1.4,Diesel,2009,78085,13278,10361.781497383605,113511.21642291694,14906,-0.03356829111517457
VW,Passat,1.6,Petrol,2004,88549,9005,10361.781497383605,113511.21642291694,14906,-0.2938369973277267
Toyota,RAV4,2.0,Hybrid,2003,131996,9510,14341.099418465705,111368.92232932367,12553,-0.2630774146838375
Ford,Fiesta,1.4,Petrol,1992,226123,805,10671.473455469377,112525.01002941963,14956,-0.7932995273869189
VW,Polo,2.0,Petrol,2014,47306,17430,10361.781497383605,113511.21642291694,14906,0.21933029727577244
VW,Golf,1.4,Petrol,2008,81138,9295,10361.781497383605,113511.21642291694,14906,-0.27617307858173096
Ford,Focus,1.6,Diesel,2004,113035,7550,10671.473455469377,112525.01002941963,14956,-0.38246114138091264
Toyota,Prius,1.4,Hybrid,2017,35096,33738,14341.099418465705,111368.92232932367,12553,1.2126516314471512
Porsche,911,3.5,Petrol,2001,167358,13263,29103.764660789573,111638.253737064,2609,-0.03448194208479505
Ford,Focus,1.8,Petrol,1994,179616,2283,10671.473455469377,112525.01002941963,14956,-0.7032744518469816
VW,Golf,1.4,Petrol,2004,101637,6150,10361.781497383605,113511.21642291694,14906,-0.4677352318788235
Ford,Mondeo,2.0,Diesel,1999,162588,4036,10671.473455469377,112525.01002941963,14956,-0.5964991085306689
Toyota,Yaris,1.2,Petrol,1999,127909,3177,14341.099418465705,111368.92232932367,12553,-0.6488208540576014
VW,Passat,1.8,Diesel,2002,116543,7143,10361.781497383605,113511.21642291694,14906,-0.40725153768994815
VW,Polo,1.4,Petrol,1994,64364,3448,10361.781497383605,113511.21642291694,14906,-0.6323142265397914
Toyota,RAV4,1.8,Hybrid,1990,111152,4454,14341.099418465705,111368.92232932367,12553,-0.5710387015105783
Toyota,Yaris,1.4,Hybrid,2005,83985,8511,14341.099418465705,111368.92232932367,12553,-0.323926569260561
Ford,Fiesta,1.2,Petrol,2010,90079,7582,10671.473455469377,112525.01002941963,14956,-0.380512019312389
Toyota,Prius,1.4,Hybrid,2016,43985,29929,14341.099418465705,111368.92232932367,12553,0.9806451952281922
VW,Polo,1.0,Petrol,1998,182012,1540,10361.781497383605,113511.21642291694,14906,-0.7485306298755157
Ford,Mondeo,1.4,Diesel,1997,131603,3801,10671.473455469377,112525.01002941963,14956,-0.6108129737213897
VW,Golf,1.2,Diesel,1990,228603,816,10361.781497383605,113511.21642291694,14906,-0.7926295166758638
Toyota,Yaris,1.0,Hybrid,1994,159730,1928,14341.099418465705,111368.92232932367,12553,-0.7248975247946661
VW,Passat,1.6,Petrol,2013,39643,22598,10361.781497383605,113511.21642291694,14906,0.5341135113423462
Ford,Focus,1.0,Petrol,2012,91222,11375,10671.473455469377,112525.01002941963,14956,-0.14948014412769195
Ford,Focus,1.4,Petrol,2021,9020,40864,10671.473455469377,112525.01002941963,14956,1.6466967520815172
Ford,Fiesta,1.0,Hybrid,2001,143642,3031,10671.473455469377,112525.01002941963,14956,-0.6577137234952406
Toyota,RAV4,2.0,Petrol,2021,16792,57180,14341.099418465705,111368.92232932367,12553,2.6405053667700265
Toyota,RAV4,1.8,Hybrid,2001,109828,9366,14341.099418465705,111368.92232932367,12553,-0.27184846399219403
Ford,Fiesta,1.2,Petrol,2020,27144,22112,10671.473455469377,112525.01002941963,14956,0.5045112199266428
Porsche,911,3.5,Petrol,2018,24865,114283,29103.764660789573,111638.253737064,2609,6.118652787985886
Toyota,RAV4,2.4,Petrol,1992,162458,3255,14341.099418465705,111368.92232932367,12553,-0.6440698690155748
Toyota,Yaris,1.2,Petrol,2000,60184,5522,14341.099418465705,111368.92232932367,12553,-0.5059867524736007
Toyota,Yaris,1.2,Hybrid,1996,214444,1503,14341.099418465705,111368.92232932367,12553,-0.7507843022672461
BMW,X3,3.0,Diesel,1994,106267,6471,24431.679089444,112858.0471394037,4964,-0.4481831011289454
Ford,Mondeo,1.8,Petrol,2005,47279,12706,10671.473455469377,112525.01002941963,14956,-0.06840884809003529
Toyota,RAV4,1.8,Petrol,2004,170160,5880,14341.099418465705,111368.92232932367,12553,-0.484180949331992
VW,Passat,2.0,Diesel,2021,7861,54012,10361.781497383605,113511.21642291694,14906,2.4475422819861827
VW,Passat,1.4,Diesel,2015,41402,25094,10361.781497383605,113511.21642291694,14906,0.686145032687193
Ford,Focus,1.6,Petrol,2011,61098,16527,10671.473455469377,112525.01002941963,14956,0.16432850890461995
Toyota,Yaris,1.0,Petrol,1996,140449,2150,14341.099418465705,111368.92232932367,12553,-0.711375490444283
Toyota,Prius,1.8,Hybrid,2010,78156,18231,14341.099418465705,111368.92232932367,12553,0.26811925905350575
BMW,X3,2.0,Diesel,2014,64795,26807,24431.679089444,112858.0471394037,4964,0.790483973417851
Ford,Mondeo,2.0,Diesel,2017,30295,34631,10671.473455469377,112525.01002941963,14956,1.2670443191718899
Ford,Fiesta,1.0,Petrol,2003,172944,2263,10671.473455469377,112525.01002941963,14956,-0.7044926531398088
Toyota,Yaris,1.0,Petrol,2009,58522,9284,14341.099418465705,111368.92232932367,12553,-0.27684308929278595
VW,Polo,1.4,Diesel,1990,147051,1504,10361.781497383605,113511.21642291694,14906,-0.7507233922026048
VW,Golf,2.0,Diesel,1993,184471,1904,10361.781497383605,113511.21642291694,14906,-0.7263593663460588
Toyota,Prius,1.0,Hybrid,1993,131097,2958,14341.099418465705,111368.92232932367,12553,-0.6621601582140603
Toyota,Prius,1.0,Hybrid,2001,156342,4112,14341.099418465705,111368.92232932367,12553,-0.5918699436179251
Ford,Focus,1.6,Diesel,2001,125879,5601,10671.473455469377,112525.01002941963,14956,-0.5011748573669328
VW,Golf,1.4,Diesel,1985,315291,280,10361.781497383605,113511.21642291694,14906,-0.8252773113236355
VW,Polo,1.2,Petrol,2005,79969,5985,10361.781497383605,113511.21642291694,14906,-0.4777853925446487
VW,Passat,2.0,Diesel,2013,52529,24513,10361.781497383605,113511.21642291694,14906,0.6507562851305599
Ford,Fiesta,1.4,Petrol,2018,50556,18181,10671.473455469377,112525.01002941963,14956,0.2650737558214375
Ford,Fiesta,1.2,Petrol,2020,13475,23841,10671.473455469377,112525.01002941963,14956,0.6098247216915628
Toyota,RAV4,2.4,Hybrid,1991,105106,5751,14341.099418465705,111368.92232932367,12553,-0.4920383476707281
VW,Golf,2.0,Petrol,2004,99019,7493,10361.781497383605,113511.21642291694,14906,-0.38593301506547045
VW,Polo,1.0,Petrol,1988,194462,709,10361.781497383605,113511.21642291694,14906,-0.7991468935924899
Toyota,RAV4,2.4,Hybrid,2006,90198,17422,14341.099418465705,111368.92232932367,12553,0.21884301675864154
VW,Passat,2.0,Diesel,2007,67270,14940,10361.781497383605,113511.21642291694,14906,0.06766423631877387
Toyota,Prius,1.4,Hybrid,2006,102014,10393,14341.099418465705,111368.92232932367,12553,-0.2092938276055123
Toyota,RAV4,2.2,Petrol,2019,24128,50406,14341.099418465705,111368.92232932367,12553,2.2279005888894208
VW,Passat,2.0,Diesel,2004,26892,15681,10361.781497383605,113511.21642291694,14906,0.11279859421802525
Toyota,Yaris,1.2,Petrol,1989,234983,652,14341.099418465705,111368.92232932367,12553,-0.8026187672770477
BMW,X3,2.4,Diesel,2008,120794,13186,24431.679089444,112858.0471394037,4964,-0.039172017062180146
Ford,Mondeo,1.8,Petrol,2003,99797,7800,10671.473455469377,112525.01002941963,14956,-0.36723362522057146
Toyota,Prius,1.8,Hybrid,2016,28398,37202,14341.099418465705,111368.92232932367,12553,1.423644095364839
Porsche,718 Cayman,4.0,Petrol,1991,240017,2172,29103.764660789573,111638.253737064,2609,-0.7100354690221731
Ford,Fiesta,1.0,Petrol,2011,41136,10208,10671.473455469377,112525.01002941963,14956,-0.2205621895641648
BMW,X3,2.4,Diesel,1992,235657,1707,24431.679089444,112858.0471394037,4964,-0.7383586490804077
Toyota,Prius,1.8,Hybrid,2012,42005,26306,14341.099418465705,111368.92232932367,12553,0.7599680310325272
VW,Passat,1.6,Diesel,2010,87696,14192,10361.781497383605,113511.21642291694,14906,0.022103507967032934
VW,Passat,1.4,Petrol,2017,60765,24196,10361.781497383605,113511.21642291694,14906,0.6314477946392473
Ford,Mondeo,1.8,Diesel,1990,221032,1263,10671.473455469377,112525.01002941963,14956,-0.7654027177811737
Ford,Mondeo,1.6,Diesel,2016,35790,28065,10671.473455469377,112525.01002941963,14956,0.8671088347366881
VW,Polo,1.4,Petrol,1993,188246,1237,10361.781497383605,113511.21642291694,14906,-0.7669863794618492
Ford,Focus,1.8,Petrol,2018,34771,32888,10671.473455469377,112525.01002941963,14956,1.1608780765019908
BMW,Z4,2.4,Petrol,2014,112680,18981,24431.679089444,112858.0471394037,4964,0.3138018075345294
Toyota,RAV4,1.8,Hybrid,2005,115979,11673,14341.099418465705,111368.92232932367,12553,-0.13132894486456523
VW,Passat,1.4,Diesel,1998,214393,2129,10361.781497383605,113511.21642291694,14906,-0.7126546018017518
Toyota,RAV4,2.0,Petrol,2019,11956,51356,14341.099418465705,111368.92232932367,12553,2.2857651502987175
BMW,Z4,2.4,Petrol,1991,174645,2485,24431.679089444,112858.0471394037,4964,-0.6909706187894258
Toyota,Prius,1.4,Hybrid,2002,172167,4555,14341.099418465705,111368.92232932367,12553,-0.5648867849818006
Toyota,Yaris,1.0,Petrol,2006,125350,4719,14341.099418465705,111368.92232932367,12553,-0.5548975343806166
Ford,Fiesta,1.2,Petrol,2002,105596,3973,10671.473455469377,112525.01002941963,14956,-0.6003364426030748
VW,Golf,2.0,Hybrid,1987,316977,430,10361.781497383605,113511.21642291694,14906,-0.8161408016274306
